Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Svizzera,Price / Svizzera,Compare At Price / Svizzera,Status
natale-senzalcool,Natale senz'alcool,"<p><meta charset=""utf-8""><span style=""color: #ff2a00;""><strong><meta charset=""UTF-8"">A causa dell'attuale grande richiesta di prodotti da forno, ci dispiace comunicare che per il momento non è più possibile prenotare né acquistare questo prodotto. </strong></span></p>
<p> </p>
<p><meta charset=""utf-8""><span data-mce-fragment=""1"">La confezione contiene: </span></p>
<ul>
<li><span data-mce-fragment=""1"">Bianco Rimuss dry senza alcool 0.75 L</span></li>
<li><span data-mce-fragment=""1"">Panettone nostrano Il Fornaio 500 gr </span></li>
<li><span data-mce-fragment=""1"">Biscotti al mais Il Fornaio 250 gr </span></li>
<li><span data-mce-fragment=""1"">Biscotti varietà Il Fornaio 100 gr</span></li>
<li>1 addobbo per l'albero di Natale in <meta charset=""UTF-8"">Grès (nella forma disponibile)</li>
</ul>
<p><span data-mce-fragment=""1""><meta charset=""UTF-8"">Confezione: box in cartone rigido.</span></p>
<p><span data-mce-fragment=""1"">Data ultima possibile per la prenotazione: 12.12.2021</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Questo box contiene prodotti stagionali realizzati artigianalmente. A causa della loro limitata conservabilità (30 giorni), la confezione potrà essere spedita solo nelle 4 settimane precedenti il giorno di Natale</span></p>",Fondazione La Fonte,,Confezioni,"Natale, non-piu-disponibile",false,Title,Default Title,,,,,"",3580.0,,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A2972.jpg?v=1631190647,1,,false,,,,,,,,,,,,,,,kg,,,true,,,archived
natale-con-bollicine,"Confezione ""Natale con bollicine""","<p><meta charset=""utf-8"">La confezione contiene:</p>
<ul>
<li><span data-mce-fragment=""1"">Prosecco DOC Barboza Brut 0.75 l</span></li>
<li><span data-mce-fragment=""1"">Panettone nostrano Il Fornaio 500 g</span></li>
<li><span data-mce-fragment=""1"">Biscotti al mais Il Fornaio 100 g</span></li>
<li><span data-mce-fragment=""1"">Biscotti varietà Il Fornaio 100 g</span></li>
</ul>
<p><span data-mce-fragment=""1""><meta charset=""UTF-8"">Confezione: box in cartone rigido</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Data ultima possibile per la prenotazione: <strong>11.12.2023</strong></span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Questo box contiene prodotti stagionali realizzati artigianalmente. A causa della loro limitata conservabilità (30 giorni), la confezione potrà essere spedita solo nelle 4 settimane precedenti il giorno di Natale</span></p>",Fondazione La Fonte,,Confezioni,"check-age, Natale",true,Title,Default Title,,,,,"",3580.0,,deny,manual,65.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/files/NataleBollicine_23.jpg?v=1696942495,1,,false,,"Una confezione box regalo preziosa e unica per la festa di Natale con amici, colleghi, famigliari. Prodotto e confezionato artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
natale-ticinese,"Confezione ""Natale ticinese""","<p><meta charset=""utf-8""><span style=""color: #ff2a00;""><strong><meta charset=""UTF-8""></strong></span> La confezione contiene:</p>
<ul>
<li><span data-mce-fragment=""1"">Brivio Brut Spumante 0.75 L</span></li>
<li><span data-mce-fragment=""1"">Panettone nostrano Il Fornaio 500 g</span></li>
<li><span data-mce-fragment=""1"">Biscotti al mais Il Fornaio 100 g</span></li>
<li><span data-mce-fragment=""1"">Biscotti varietà Il Fornaio 100 g</span></li>
</ul>
<ul></ul>
<p>Confezione: box in cartone rigido.<br></p>
<p><span data-mce-fragment=""1"">Data ultima possibile per la prenotazione: <strong>11.12.2023</strong></span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Questo box contiene prodotti stagionali realizzati artigianalmente. A causa della loro limitata conservabilità (30 giorni), la confezione potrà essere spedita solo nelle 4 settimane precedenti il giorno di Natale</span></p>",Fondazione La Fonte,,Confezioni,"check-age, Natale",true,Title,Default Title,,,,,"",3580.0,,deny,manual,69.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/files/NataleTicinese_23.jpg?v=1696942524,1,,false,,"Una confezione box regalo preziosa e unica per la festa di Natale con amici, colleghi, famigliari. Prodotto e confezionato artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
test,Sostienici!,"Vuoi sostenere la nostra attività con una piccola donazione? 
Seleziona l'importo che preferisci",zestard-easy-donation,,Donation,"",false,Title,Donate,,,,,"",0.0,shopify,continue,manual,0.00,,false,false,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Donate_d9b6e8b3-374f-4a3d-9bc6-1a34373050cb.png?v=1634203980,1,,false,,,,,,,,,,,,,,,kg,,,true,,,archived
test,,,,,,,,,Donazione di 10.-,,,,,"",0.0,shopify,continue,manual,10.00,,false,false,,,,,,,,,,,,,,,,,,,,kg,,,,,,
test,,,,,,,,,Donazione di 25.-,,,,,"",0.0,shopify,continue,manual,25.00,,false,false,,,,,,,,,,,,,,,,,,,,kg,,,,,,
test,,,,,,,,,Donazione di 50.-,,,,,"",0.0,shopify,continue,manual,50.00,,false,false,,,,,,,,,,,,,,,,,,,,kg,,,,,,
test,,,,,,,,,Donazione di 100.-,,,,,"",0.0,shopify,continue,manual,100.00,,false,false,,,,,,,,,,,,,,,,,,,,kg,,,,,,
test,,,,,,,,,Donazione di 200.-,,,,,"",0.0,shopify,continue,manual,200.00,,false,false,,,,,,,,,,,,,,,,,,,,kg,,,,,,
colomba,Colomba,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Soffice e delicata creazione prodotta con cura e dedizione presso il laboratorio di panetteria-pasticceria ad Agno.</p>
<p data-mce-fragment=""1"">Produttore: Fondazione La Fonte, Il Fornaio</p>
<p data-mce-fragment=""1"">Formato: 500 g</p>
<p data-mce-fragment=""1"">Confezione: 1 colomba in sacchetto trasparente</p>
<p data-mce-fragment=""1"">A causa della limitata conservabilità del prodotto (30 giorni), la colomba potrà essere fornita solo nelle 4 settimane precedenti la Festa di Pasqua.</p>
<p data-mce-fragment=""1""><strong>Il laboratorio di panetteria-pasticceria della Fonte ad Agno produce la colomba pasquale in diversi formati, acquistabili presso il nostro punto vendita in via Buffi a Lugano, tel. 091 921 04 24.</strong></p>",Fondazione La Fonte,,Forno,"non-piu-disponibile, Pasqua",true,Title,Default Title,,,,,"",0.0,,deny,manual,22.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Colomba_500_2Z4A1311.jpg?v=1615371021,1,,false,,"Soffice e delicata creazione prodotta con cura e dedizione presso il laboratorio di panetteria-pasticceria ad Agno. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Colomba_500_2Z4A1311.jpg?v=1615371021,kg,,,true,,,active
colomba,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Colomba_500_Packed_2Z4A1302.jpg?v=1615371021,2,,,,,,,,,,,,,,,,,,,,,,,
colomba,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Colomba_750_2Z4A1314.jpg?v=1615371021,3,,,,,,,,,,,,,,,,,,,,,,,
colomba,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Colomba_750_Packed_2Z4A1309.jpg?v=1615371021,4,,,,,,,,,,,,,,,,,,,,,,,
donazione,Donazione,"<p>Sostieni la Fondazione La Fonte e i suoi progetti a favore di persone con disabilità.</p>
<p>Ti ringraziamo di cuore per la fiducia ed il sostegno!</p>
<p>A seguito della donazione, riceverai una conferma via posta che potrai allegare alla dichiarazione di imposta per la relativa deduzione.</p>",Fondazione La Fonte,,Donazione,Donazione,true,Size,Donazione di 10.-,,,,,"",0.0,,deny,manual,10.00,,false,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/donazione1.jpg?v=1603206687,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
donazione,,,,,,,,,Donazione di 25.-,,,,,"",0.0,,deny,manual,25.00,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
donazione,,,,,,,,,Donazione di 50.-,,,,,"",0.0,,deny,manual,50.00,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
donazione,,,,,,,,,Donazione di 100.-,,,,,"",0.0,,deny,manual,100.00,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
donazione,,,,,,,,,Donazione di 200.-,,,,,"",0.0,,deny,manual,200.00,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
sovrastampa-interna-biglietti,Sovrastampa interna Biglietti,"<p><meta charset=""utf-8""><span>Vuoi scrivere un messaggio? </span></p>
<p><span>Completa i tuoi biglietti con l'opzione di sovrastampa più adatta alle tue esigenze.</span></p>
<p><span> Ricorda: compila le note nel carrello per indicare il testo del tuo messaggio.</span></p>",Fondazione La Fonte,,Biglietti,"",true,Color,Scritta in nero - fino a 50 pezzi,,,,,"",0.0,,deny,manual,160.00,,false,true,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_Testo.jpg?v=1603101570,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
sovrastampa-interna-biglietti,,,,,,,,,Scritta in nero - da 51 a 200 pezzi,,,,,"",0.0,,deny,manual,205.00,,false,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
sovrastampa-interna-biglietti,,,,,,,,,Scritta a colori - fino a 50 pezzi,,,,,"",0.0,,deny,manual,160.00,,false,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
sovrastampa-interna-biglietti,,,,,,,,,Scritta a colori - da 51 a 200 pezzi,,,,,"",0.0,,deny,manual,205.00,,false,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,
confezione-regalo-vino-150-cl,Confezione regalo per bottiglie 150 cl,"Confezione in cartone con decorazione.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Formato 1,50 L<br>",Fondazione La Fonte,,Confezioni,"",true,Title,Default Title,,,,,"",0.0,,deny,manual,3.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/2Z4A1377.jpg?v=1603099894,1,,false,,Valorizza il tuo regalo con un'elegante confezione,,,,,,,,,,,,,kg,,,true,,,active
sacco-di-juta-per-olio,Sacco di juta per olio,"<meta charset=""utf-8"">
<style type=""text/css"" data-mce-fragment=""1""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<span data-sheets-value='{""1"":2,""2"":""Formato 0,75 L.\n\n1 bottiglia""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-mce-fragment=""1"">Formato 0,75 L<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Per 1 bottiglia</span>",Fondazione La Fonte,,Confezioni,"",false,Title,Default Title,,,,,"",50.0,,deny,manual,3.70,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/SaccoJutaOlio_2Z4A1374.jpg?v=1601365421,1,,false,,,,,,,,,,,,,,,g,,,true,,,archived
confezione-regalo-vino,Confezione regalo vino,"<meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33590019,""3"":{""1"":0},""4"":[null,2,15724527],""11"":3,""12"":0,""14"":[null,2,0],""18"":1,""28"":1}' data-sheets-value='{""1"":2,""2"":""Confezione in cartone con decorazione\n\nFormato 0,75 L.\n\n1 bottiglia""}'>Confezione in cartone con decorazione<br><br>Formato 0,75 L</span><br></p>",Fondazione La Fonte,,Confezioni,"",false,Size,1 Bottiglia,,,,,"",0.0,,deny,manual,3.70,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_1bot_2Z4A1371.jpg?v=1601365183,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_1bot_2Z4A1371.jpg?v=1601365183,kg,,,true,,,archived
confezione-regalo-vino,,,,,,,,,2 Bottiglie,,,,,"",0.0,,deny,manual,5.70,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_2bot_2Z4A1400.jpg?v=1601365203,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_2bot_2Z4A1400.jpg?v=1601365203,kg,,,,,,
confezione-regalo-vino,,,,,,,,,3 Bottiglie,,,,,"",0.0,,deny,manual,7.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_3bot_2Z4A1399.jpg?v=1601365218,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_3bot_2Z4A1399.jpg?v=1601365218,kg,,,,,,
confezione-regalo-vino,,,,,,,,,4 Bottiglie,,,,,"",0.0,,deny,manual,9.30,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_2bot_2Z4A1400_28668849-7340-4219-b6e4-523590075aa3.jpg?v=1601365264,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_2bot_2Z4A1400_28668849-7340-4219-b6e4-523590075aa3.jpg?v=1601365264,kg,,,,,,
confezione-regalo-vino,,,,,,,,,6 Bottiglie,,,,,"",0.0,,deny,manual,13.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_3bot_2Z4A1399_9f8028e7-6afa-45e7-bd4f-0b05a1a7dd88.jpg?v=1601365285,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/ConfezioneRegaloVino_3bot_2Z4A1399_9f8028e7-6afa-45e7-bd4f-0b05a1a7dd88.jpg?v=1601365285,kg,,,,,,
biglietto-auguri,Biglietto Auguri,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}'>148x210 mm (chiuso)</span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}'>Formato pieghevole, con busta.</span></p>
<p><meta charset=""UTF-8""><span lang=""IT"">Il soggetto è opera degli utenti del nostro Centro diurno ad Agno.</span><span></span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}'>Desideri che ci occupiamo di spedire le cartoline a tutti i tuoi destinatari? Contattaci allo 091 606 56 56 o invia una mail a <a href=""mailto:info@lafonte.ch"" data-sk=""tooltip_parent"" data-stringify-link=""mailto:info@lafonte.ch"" class=""c-link"" delay=""150"" target=""_blank"">info@lafonte.ch</a></span></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Biglietti,"",true,Title,Default Title,,,,,"",1000.0,,deny,manual,4.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_148x210_auguri.jpg?v=1601381829,1,,false,,"Un biglietto d'auguri colorato. ll soggetto è opera degli utenti del nostro Centro diurno ad Agno. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità.",,,,,,,,,,,,,kg,,,true,,,active
biglietto-auguri,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0448/2790/2104/products/Bigliettopattinandotragliauguri.jpg?v=1632815015,2,,,,,,,,,,,,,,,,,,,,,,,
biglietto-condoglianze,Biglietto Condoglianze,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><meta charset=""utf-8""><span>160x160 mm (chiuso) Formato pieghevole, con busta. </span></p>
<p><span>Il soggetto è opera degli utenti del nostro Centro diurno ad Agno. </span></p>
<p>Desideri che ci occupiamo di spedire le cartoline a tutti i tuoi destinatari? Contattaci allo 091 606 56 56 o invia una mail a <a href=""mailto:info@lafonte.ch"" title=""info@lafonte.ch"">info@lafonte.ch</a></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Biglietti,"",true,Title,Default Title,,,,,"",1000.0,,deny,manual,4.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_150x150_condoglianze.jpg?v=1631534159,1,,false,,"Per un'espressione di cordoglio personale. Il soggetto è opera degli utenti del nostro Centro diurno ad Agno. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
biglietto-nascita,Biglietto Nascita,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'>148x210 mm (chiuso)</span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'>Formato pieghevole</span><span data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}'>, con busta.</span></p>
<p><meta charset=""UTF-8""><span lang=""IT"">Il soggetto è opera degli utenti del nostro Centro diurno ad Agno.</span><span></span></p>
<p><span data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}'>Desideri che ci occupiamo di spedire le cartoline a tutti i tuoi destinatari? Contattaci allo 091 606 56 56 o invia una mail a <a class=""c-link"" data-stringify-link=""mailto:info@lafonte.ch"" data-sk=""tooltip_parent"" href=""mailto:info@lafonte.ch"" data-mce-href=""mailto:info@lafonte.ch"" target=""_blank"" delay=""150"">info@lafonte.ch</a></span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'></span><br></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Biglietti,"",true,Title,Default Title,,,,,"",1000.0,,deny,manual,4.00,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_148x210_nascita.jpg?v=1601382206,1,,false,,"Auguri per la nascita. Il soggetto è opera degli utenti del nostro Centro diurno ad Agno. Prodotto artigianalmente in Ticino dalla Fondazione La Fonte, organizzazione sociale attiva nel settore della disabilità. ",,,,,,,,,,,,,kg,,,true,,,active
biglietto-di-natale-3,Biglietto di Natale 2020: uccellino,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'>160x160 mm (chiuso)<br>Formato pieghevole</span><span data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}'>, con busta.</span></p>
<p><meta charset=""UTF-8""><span lang=""IT"">Il soggetto è opera degli utenti del nostro Centro diurno ad Agno.</span><span></span></p>
<p><meta charset=""utf-8""><span>È possibile stampare un testo all’interno dei biglietti. </span><br><span>Se si desidera la personalizzazione, </span><a href=""https://fondazionelafonte.myshopify.com/collections/biglietti/products/sovrastampa-interna-biglietti"">acquistare anche la personalizzazione</a><span> e aggiungere nelle “note” nel carrello il testo desiderato. La personalizzazione è possibile solamente per acquisti fatti entro il 01.12. Prima della produzione ti contatteremo per una conferma.</span></p>
<p><span data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}'>Desideri che ci occupiamo di spedire le cartoline a tutti i tuoi destinatari? Contattaci allo 091 606 56 56 o invia una mail a <a class=""c-link"" data-stringify-link=""mailto:info@lafonte.ch"" data-sk=""tooltip_parent"" href=""mailto:info@lafonte.ch"" data-mce-href=""mailto:info@lafonte.ch"" target=""_blank"" delay=""150"">info@lafonte.ch</a></span></p>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'></span><br></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Biglietti,Natale,false,Title,Default Title,,,,,"",1000.0,,deny,manual,3.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_150x150_natale_uccellino.jpg?v=1601382172,1,,false,,,,,,,,,,,,,,,kg,,,true,,,archived
biglietto-di-natale-2,Biglietto di Natale 2020: regali,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}' data-sheets-value='{""1"":2,""2"":""150x150 mm (chiuso)\nFormato pieghevole""}'>160x160 mm (chiuso)<br>Formato pieghevole</span>, con busta.</p>
<p><meta charset=""UTF-8""><span lang=""IT"">Il soggetto è opera degli utenti del nostro Centro diurno ad Agno.</span><span></span></p>
<p><meta charset=""utf-8""><span>È possibile stampare un testo all’interno dei biglietti. </span><br><span>Se si desidera la personalizzazione, </span><a href=""https://fondazionelafonte.myshopify.com/collections/biglietti/products/sovrastampa-interna-biglietti"">acquistare anche la personalizzazione</a><span> e aggiungere nelle “note” nel carrello il testo desiderato. La personalizzazione è possibile solamente per acquisti fatti entro il 01.12. Prima della produzione ti contatteremo per una conferma.</span></p>
<p><span data-sheets-value='{""1"":2,""2"":""148x210 mm (chiuso)\nFormato pieghevole""}' data-sheets-userformat='{""2"":33555329,""3"":{""1"":0},""10"":1,""11"":3,""12"":0,""28"":1}'>Desideri che ci occupiamo di spedire le cartoline a tutti i tuoi destinatari? Contattaci allo 091 606 56 56 o invia una mail a <a class=""c-link"" data-stringify-link=""mailto:info@lafonte.ch"" data-sk=""tooltip_parent"" href=""mailto:info@lafonte.ch"" data-mce-href=""mailto:info@lafonte.ch"" target=""_blank"" delay=""150"">info@lafonte.ch</a></span></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Fondazione La Fonte,,Biglietti,Natale,false,Title,Default Title,,,,,"",1000.0,,deny,manual,3.50,,true,false,"",https://cdn.shopify.com/s/files/1/0448/2790/2104/products/biglietto_150x150_natale_regali.jpg?v=1601382147,1,,false,,,,,,,,,,,,,,,kg,,,true,,,archived
